exchange, name, bankroll, eProfit, sdProfit, pptd, winRate, buyRate, days, hProfit
IST       ,    AKSGY.IS.csv,   2.601,  0.01,  0.04,   0.004,  0.48,   0.327,  260
MUN       ,      J2S.MU.csv,   2.575,  0.01,  0.05,   0.004,  0.46,   0.350,  260
 Inc."    ,        SCGX.csv,   2.571,  0.01,  0.17,   0.009,  0.02,   0.938,  260
005"      ,      A3O.BE.csv,   2.565,  0.03,  0.22,   0.007,  0.47,   0.219,  260
NSI       , SIMPLEXINF.NS.csv,   2.563,  0.01,  0.04,   0.004,  0.64,   0.296,  260
KLS       ,     0038.KL.csv,   2.544,  0.01,  0.06,   0.004,  0.54,   0.365,  260
IST       ,    ACSEL.IS.csv,   2.542,  0.02,  0.05,   0.004,  0.48,   0.200,  260
PNK       ,        WTLC.csv,   2.533,  0.01,  0.12,   0.007,  0.01,   0.954,  260
BSE       , TPROJECT.BO.csv,   2.515,  0.01,  0.04,   0.004,  0.52,   0.346,  260
IST       ,    SKTAS.IS.csv,   2.510,  0.01,  0.04,   0.004,  0.60,   0.369,  260
 Inc."    ,        KGKG.csv,   2.506,  0.02,  0.11,   0.005,  0.47,   0.212,  260
 Inc"     ,        FLUX.csv,   2.506,  0.02,  0.06,   0.004,  0.62,   0.262,  260
MUN       ,     TH51.MU.csv,   2.497,  0.00,  0.02,   0.004,  0.08,   0.854,  260
NSI       ,    SELAN.NS.csv,   2.495,  0.01,  0.04,   0.004,  0.55,   0.258,  260
NSI       ,    RAMKY.NS.csv,   2.492,  0.01,  0.04,   0.004,  0.58,   0.277,  260
SES       ,      T13.SI.csv,   2.490,  0.01,  0.06,   0.004,  0.42,   0.281,  260
01"       ,      3QO.BE.csv,   2.488,  0.02,  0.09,   0.004,  0.58,   0.227,  260
BSE       , SADHNANIQ.BO.csv,   2.487,  0.02,  0.05,   0.004,  0.60,   0.238,  260
 Ltd."    ,   145210.KS.csv,   2.486,  0.02,  0.09,   0.004,  0.33,   0.277,  260
PNK       ,       SVGAF.csv,   2.479,  0.02,  0.16,   0.012,  0.09,   0.812,  260
IST       ,    CMENT.IS.csv,   2.473,  0.02,  0.05,   0.004,  0.49,   0.219,  260
IST       ,    MNDRS.IS.csv,   2.471,  0.01,  0.04,   0.004,  0.55,   0.331,  260
Ltd."     ,       S5M.F.csv,   2.470,  0.01,  0.06,   0.004,  0.53,   0.308,  260
LSE       ,      MATD.L.csv,   2.461,  0.01,  0.05,   0.004,  0.35,   0.338,  260
BSE       ,    OKPLA.BO.csv,   2.451,  0.01,  0.03,   0.004,  0.60,   0.296,  260
01"       ,      SJL.MU.csv,   2.448,  0.01,  0.03,   0.004,  0.47,   0.404,  260
MUN       ,      M5S.MU.csv,   2.439,  0.01,  0.06,   0.004,  0.09,   0.742,  260
IST       ,    ECZYT.IS.csv,   2.434,  0.01,  0.03,   0.004,  0.60,   0.342,  260
JKT       ,     OMRE.JK.csv,   2.433,  0.01,  0.06,   0.004,  0.33,   0.312,  260
IST       ,     SASA.IS.csv,   2.418,  0.01,  0.04,   0.004,  0.61,   0.315,  260
BER       ,      GKO.BE.csv,   2.406,  0.02,  0.07,   0.004,  0.52,   0.235,  260
TOR       ,    HPS-A.TO.csv,   2.403,  0.01,  0.03,   0.004,  0.60,   0.288,  260
01"       ,      H4S.BE.csv,   2.401,  0.02,  0.08,   0.004,  0.52,   0.242,  260
IST       ,    ULUSE.IS.csv,   2.401,  0.01,  0.06,   0.004,  0.56,   0.269,  260
HKG       ,     8083.HK.csv,   2.397,  0.03,  0.13,   0.005,  0.43,   0.162,  260
SAO       ,   PABY11.SA.csv,   2.396,  0.01,  0.12,   0.005,  0.32,   0.338,  260
STU       ,      IZZ.SG.csv,   2.393,  0.01,  0.07,   0.004,  0.61,   0.292,  260
FRA       ,       S7A.F.csv,   2.391,  0.01,  0.05,   0.004,  0.55,   0.265,  260
PNK       ,        SIRC.csv,   2.389,  0.02,  0.11,   0.005,  0.52,   0.215,  260
MUN       ,      8CT.MU.csv,   2.386,  0.01,  0.04,   0.004,  0.16,   0.577,  260
NSI       ,     NDTV.NS.csv,   2.383,  0.01,  0.05,   0.004,  0.56,   0.262,  260
NSI       , HINDMOTORS.NS.csv,   2.383,  0.02,  0.04,   0.004,  0.57,   0.223,  260
 Inc."    ,       GKO.F.csv,   2.383,  0.02,  0.08,   0.004,  0.51,   0.235,  260
IST       ,    ETYAT.IS.csv,   2.380,  0.01,  0.03,   0.004,  0.53,   0.285,  260
IST       ,    ESCOM.IS.csv,   2.372,  0.01,  0.03,   0.003,  0.56,   0.296,  260
 Inc."    ,        RMSL.csv,   2.367,  0.02,  0.10,   0.004,  0.50,   0.262,  260
NSI       , VISASTEEL.NS.csv,   2.364,  0.01,  0.04,   0.004,  0.57,   0.288,  260
FRA       ,       2GF.F.csv,   2.356,  0.01,  0.06,   0.004,  0.56,   0.335,  260
FRA       ,       IV8.F.csv,   2.343,  0.04,  0.29,   0.007,  0.49,   0.173,  260
SHH       ,   600056.SS.csv,   2.340,  0.02,  0.06,   0.004,  0.51,   0.227,  260
MUN       ,      U9T.MU.csv,   2.325,  0.01,  0.03,   0.004,  0.44,   0.415,  260
BSE       ,   CALCOM.BO.csv,   2.324,  0.01,  0.04,   0.003,  0.59,   0.242,  260
BSE       ,      AEL.BO.csv,   2.323,  0.01,  0.04,   0.003,  0.57,   0.242,  260
BSE       ,  SYSCHEM.BO.csv,   2.296,  0.01,  0.04,   0.003,  0.58,   0.281,  260
FRA       ,       J2S.F.csv,   2.285,  0.01,  0.05,   0.004,  0.56,   0.246,  260
BSE       , KLBRENG-B.BO.csv,   2.278,  0.01,  0.04,   0.003,  0.57,   0.296,  260
KLS       ,     8044.KL.csv,   2.274,  0.01,  0.06,   0.004,  0.46,   0.312,  260
SES       ,      5SY.SI.csv,   2.259,  0.00,  0.04,   0.004,  0.03,   0.946,  260
IST       ,    ULUUN.IS.csv,   2.250,  0.01,  0.05,   0.003,  0.48,   0.238,  260
KSC       ,   003075.KS.csv,   2.247,  0.02,  0.09,   0.004,  0.41,   0.262,  260
BER       ,      S5M.BE.csv,   2.248,  0.01,  0.05,   0.004,  0.48,   0.304,  260
IST       ,    TRCAS.IS.csv,   2.231,  0.01,  0.04,   0.003,  0.57,   0.292,  260
SET       ,      CPR.BK.csv,   2.222,  0.01,  0.07,   0.004,  0.42,   0.258,  260
IST       ,     EDIP.IS.csv,   2.216,  0.01,  0.04,   0.003,  0.46,   0.300,  260
IST       ,    SANEL.IS.csv,   2.213,  0.01,  0.06,   0.004,  0.55,   0.288,  260
IST       ,    KRDMA.IS.csv,   2.209,  0.01,  0.04,   0.003,  0.58,   0.258,  260
BSE       ,    AGIIL.BO.csv,   2.207,  0.01,  0.05,   0.003,  0.53,   0.254,  260
NSI       ,     FLFL.NS.csv,   2.197,  0.01,  0.04,   0.003,  0.58,   0.238,  260
NSI       ,     DSSL.NS.csv,   2.195,  0.02,  0.06,   0.003,  0.46,   0.208,  260
IST       ,    DYOBY.IS.csv,   2.192,  0.01,  0.04,   0.003,  0.56,   0.300,  260
MUN       ,      2FU.MU.csv,   2.190,  0.01,  0.04,   0.003,  0.36,   0.415,  260
MUN       ,      SDV.MU.csv,   2.188,  0.01,  0.02,   0.003,  0.44,   0.527,  260
NSI       ,    UJAAS.NS.csv,   2.180,  0.01,  0.03,   0.003,  0.40,   0.342,  260
NSI       ,      FCL.NS.csv,   2.163,  0.01,  0.03,   0.003,  0.59,   0.281,  260
BSE       , NIKHILAD.BO.csv,   2.161,  0.01,  0.05,   0.003,  0.52,   0.223,  260
NSI       , DELTAMAGNT.NS.csv,   2.160,  0.02,  0.04,   0.003,  0.59,   0.196,  260
 Inc."    ,        CATG.csv,   2.158,  0.01,  0.08,   0.005,  0.02,   0.892,  260
BUE       ,     TRAN.BA.csv,   2.152,  0.01,  0.03,   0.003,  0.52,   0.246,  260
NSI       , WSTCSTPAPR.NS.csv,   2.142,  0.01,  0.03,   0.003,  0.61,   0.273,  260
NSI       , ELGIEQUIP.NS.csv,   2.140,  0.01,  0.04,   0.003,  0.64,   0.258,  260
IST       ,    MEGAP.IS.csv,   2.136,  0.01,  0.04,   0.003,  0.56,   0.269,  260
HKG       ,     1112.HK.csv,   2.133,  0.01,  0.04,   0.003,  0.50,   0.246,  260
NSI       , XPROINDIA.NS.csv,   2.124,  0.01,  0.03,   0.003,  0.58,   0.250,  260
IST       ,    MIPAZ.IS.csv,   2.116,  0.01,  0.05,   0.003,  0.59,   0.281,  260
BSE       , KINGSINFR.BO.csv,   2.113,  0.01,  0.04,   0.003,  0.55,   0.246,  260
BUE       ,     OEST.BA.csv,   2.112,  0.01,  0.03,   0.003,  0.54,   0.346,  260
 Inc."    ,    8440.TWO.csv,   2.104,  0.01,  0.06,   0.003,  0.56,   0.254,  260
HKG       ,     1558.HK.csv,   2.105,  0.01,  0.04,   0.003,  0.58,   0.254,  260
 Inc."    ,         EVI.csv,   2.106,  0.01,  0.05,   0.003,  0.59,   0.223,  260
HKG       ,     0265.HK.csv,   2.105,  0.01,  0.08,   0.004,  0.15,   0.612,  260
MUN       ,      TI5.MU.csv,   2.090,  0.01,  0.05,   0.003,  0.56,   0.262,  260
01"       ,      BBY.MU.csv,   2.088,  0.02,  0.16,   0.005,  0.55,   0.204,  260
BSE       ,     ETIL.BO.csv,   2.086,  0.01,  0.05,   0.003,  0.53,   0.285,  260
KSC       ,   005257.KS.csv,   2.084,  0.02,  0.08,   0.003,  0.36,   0.169,  260
 INC."    ,    6241.TWO.csv,   2.085,  0.01,  0.05,   0.003,  0.48,   0.246,  260
NSI       ,  GENESYS.NS.csv,   2.083,  0.01,  0.03,   0.003,  0.59,   0.235,  260
IST       ,    MERKO.IS.csv,   2.082,  0.01,  0.04,   0.003,  0.50,   0.246,  260
NSI       ,     MRPL.NS.csv,   2.082,  0.01,  0.05,   0.003,  0.48,   0.231,  260
SHH       ,   600791.SS.csv,   2.075,  0.01,  0.05,   0.003,  0.53,   0.277,  260
MUN       ,      RJN.MU.csv,   2.065,  0.00,  0.02,   0.003,  0.21,   0.692,  260
CNQ       ,      PKK.CN.csv,   2.057,  0.02,  0.08,   0.003,  0.48,   0.200,  260
IST       ,    FRIGO.IS.csv,   2.056,  0.01,  0.04,   0.003,  0.49,   0.227,  260
BSE       , FORBESCO.BO.csv,   2.051,  0.02,  0.05,   0.003,  0.49,   0.204,  260
IST       ,    YAYLA.IS.csv,   2.048,  0.01,  0.04,   0.003,  0.55,   0.265,  260
BSE       , LYKISLTD.BO.csv,   2.047,  0.01,  0.04,   0.003,  0.52,   0.258,  260
LSE       ,      SCLP.L.csv,   2.042,  0.01,  0.05,   0.003,  0.38,   0.285,  260
IST       ,    TSGYO.IS.csv,   2.037,  0.01,  0.03,   0.003,  0.53,   0.246,  260
PNK       ,       SMBMY.csv,   2.035,  0.00,  0.04,   0.003,  0.10,   0.827,  260
NSI       , CANTABIL.NS.csv,   2.034,  0.01,  0.03,   0.003,  0.59,   0.300,  260
ASX       ,      GAL.AX.csv,   2.029,  0.03,  0.27,   0.007,  0.29,   0.269,  260
NSI       , EROSMEDIA.NS.csv,   2.028,  0.01,  0.05,   0.003,  0.52,   0.258,  260
PNK       ,        CLIS.csv,   2.026,  0.03,  0.23,   0.007,  0.32,   0.215,  260
ASX       ,      TER.AX.csv,   2.022,  0.01,  0.05,   0.003,  0.49,   0.335,  260
MUN       ,      GRR.MU.csv,   2.018,  0.01,  0.04,   0.003,  0.32,   0.604,  260
HKG       ,     1532.HK.csv,   2.011,  0.01,  0.06,   0.003,  0.25,   0.454,  260
 Inc."    ,        ATNM.csv,   2.009,  0.01,  0.07,   0.003,  0.49,   0.242,  260
BSE       , UNISHIRE.BO.csv,   2.007,  0.01,  0.04,   0.003,  0.30,   0.558,  260
STU       ,      GKO.SG.csv,   2.007,  0.01,  0.08,   0.004,  0.58,   0.246,  260
BSE       ,     SCTL.BO.csv,   2.000,  0.01,  0.05,   0.003,  0.56,   0.246,  260
 Inc."    ,        TISI.csv,   1.999,  0.02,  0.09,   0.003,  0.39,   0.188,  260
BSE       ,  VIJSOLX.BO.csv,   1.997,  0.01,  0.03,   0.003,  0.57,   0.242,  260
IST       ,    DIRIT.IS.csv,   1.995,  0.01,  0.05,   0.003,  0.52,   0.250,  260
PNK       ,       MALRY.csv,   1.987,  0.01,  0.04,   0.003,  0.30,   0.562,  260
NSI       ,  CENTEXT.NS.csv,   1.987,  0.01,  0.04,   0.003,  0.48,   0.238,  260
BSE       ,  LACTOSE.BO.csv,   1.986,  0.01,  0.04,   0.003,  0.58,   0.238,  260
FRA       ,       V5W.F.csv,   1.983,  0.01,  0.09,   0.004,  0.49,   0.258,  260
 Inc."    ,        POWL.csv,   1.979,  0.01,  0.04,   0.003,  0.63,   0.269,  260
IST       ,    ALCAR.IS.csv,   1.977,  0.01,  0.04,   0.003,  0.55,   0.265,  260
BSE       ,   DHPIND.BO.csv,   1.976,  0.01,  0.04,   0.003,  0.55,   0.265,  260
FRA       ,       1A9.F.csv,   1.975,  0.01,  0.06,   0.003,  0.48,   0.250,  260
BSE       ,  MOSCHIP.BO.csv,   1.974,  0.01,  0.04,   0.003,  0.58,   0.204,  260
BER       ,      FMW.BE.csv,   1.973,  0.02,  0.10,   0.003,  0.47,   0.173,  260
BER       ,      J2S.BE.csv,   1.972,  0.01,  0.07,   0.003,  0.57,   0.242,  260
TAI       ,     2929.TW.csv,   1.970,  0.01,  0.04,   0.003,  0.49,   0.258,  260
BER       ,      M1W.BE.csv,   1.963,  0.02,  0.11,   0.004,  0.37,   0.242,  260
NSI       , INVENTURE.NS.csv,   1.962,  0.01,  0.04,   0.003,  0.36,   0.350,  260
 Inc."    ,         HLX.csv,   1.945,  0.01,  0.05,   0.003,  0.49,   0.250,  260
NSI       , GOACARBON.NS.csv,   1.930,  0.01,  0.05,   0.003,  0.46,   0.227,  260
SHH       ,   600734.SS.csv,   1.927,  0.01,  0.06,   0.004,  0.52,   0.404,  260
MUN       ,      THL.MU.csv,   1.922,  0.00,  0.04,   0.003,  0.29,   0.646,  260
MUN       ,      32Z.MU.csv,   1.917,  0.01,  0.02,   0.003,  0.45,   0.508,  260
BUE       ,     FERR.BA.csv,   1.915,  0.01,  0.04,   0.003,  0.49,   0.242,  260
 Inc."    ,        RDIB.csv,   1.905,  0.01,  0.06,   0.003,  0.42,   0.227,  260
BSE       , ORIBEVER.BO.csv,   1.904,  0.01,  0.05,   0.003,  0.45,   0.204,  260
TAI       ,     6133.TW.csv,   1.904,  0.01,  0.04,   0.003,  0.47,   0.219,  260
 Inc."    ,      F3A.DE.csv,   1.894,  0.01,  0.04,   0.003,  0.60,   0.338,  260
001"      ,     N4CN.BE.csv,   1.888,  0.01,  0.04,   0.003,  0.50,   0.215,  260
SET       ,  CHOTI-R.BK.csv,   1.885,  0.00,  0.04,   0.003,  0.02,   0.946,  260
BSE       , OMKARCHEM.BO.csv,   1.883,  0.01,  0.05,   0.003,  0.56,   0.200,  260
DUS       ,     HLAG.DU.csv,   1.876,  0.01,  0.04,   0.003,  0.53,   0.227,  260
KLS       ,     0163.KL.csv,   1.865,  0.02,  0.07,   0.003,  0.43,   0.181,  260
NSI       , WALCHANNAG.NS.csv,   1.863,  0.01,  0.04,   0.003,  0.54,   0.285,  260
SET       ,    TNL-R.BK.csv,   1.858,  0.00,  0.04,   0.003,  0.04,   0.888,  260
NSI       , LOKESHMACH.NS.csv,   1.857,  0.01,  0.06,   0.003,  0.49,   0.188,  260
          ,       V9G.F.csv,   1.853,  0.02,  0.07,   0.003,  0.63,   0.158,  260
 Ltd."    ,     9928.TW.csv,   1.853,  0.01,  0.04,   0.003,  0.32,   0.323,  260
MEX       ,     BBBY.MX.csv,   1.852,  0.02,  0.11,   0.004,  0.54,   0.219,  260
NSI       , INDOWIND.NS.csv,   1.849,  0.01,  0.04,   0.003,  0.52,   0.231,  260
 Inc."    ,       1VT.F.csv,   1.847,  0.02,  0.12,   0.003,  0.42,   0.185,  260
MUN       ,     USX1.MU.csv,   1.847,  0.01,  0.03,   0.003,  0.47,   0.385,  260
HKG       ,     1566.HK.csv,   1.845,  0.01,  0.09,   0.003,  0.37,   0.300,  260
PNK       ,       RELFF.csv,   1.844,  0.00,  0.03,   0.003,  0.01,   0.962,  260
MUN       ,      SHF.MU.csv,   1.844,  0.01,  0.03,   0.003,  0.39,   0.377,  260
NSI       ,   SUZLON.NS.csv,   1.837,  0.01,  0.05,   0.003,  0.52,   0.254,  260
CPH       ,   BIOPOR.CO.csv,   1.836,  0.01,  0.05,   0.003,  0.45,   0.238,  260
TWO       ,    3678.TWO.csv,   1.833,  0.01,  0.05,   0.003,  0.50,   0.346,  260
NMS       ,        AMTD.csv,   1.831,  0.05,  0.38,   0.008,  0.32,   0.169,  260
00001"    ,      TCS.MU.csv,   1.827,  0.00,  0.03,   0.003,  0.36,   0.588,  260
ASX       ,      SMR.AX.csv,   1.824,  0.01,  0.08,   0.003,  0.53,   0.350,  260
10"       ,      UK2.MU.csv,   1.824,  0.00,  0.01,   0.002,  0.17,   0.815,  260
NGM       ,        TOUR.csv,   1.820,  0.01,  0.10,   0.003,  0.41,   0.235,  260
 Ltd."    ,    3508.TWO.csv,   1.796,  0.01,  0.04,   0.002,  0.51,   0.227,  260
BSE       ,   MAYUKH.BO.csv,   1.796,  0.01,  0.05,   0.002,  0.53,   0.223,  260
NGM       ,        VTVT.csv,   1.790,  0.01,  0.06,   0.003,  0.52,   0.246,  260
NSI       , SWANENERGY.NS.csv,   1.789,  0.01,  0.03,   0.002,  0.56,   0.192,  260
BER       ,      AU4.BE.csv,   1.789,  0.01,  0.04,   0.003,  0.26,   0.450,  260
 Ltd."    ,    2230.TWO.csv,   1.788,  0.01,  0.04,   0.002,  0.50,   0.292,  260
STU       ,      0PQ.SG.csv,   1.781,  0.02,  0.10,   0.003,  0.51,   0.188,  260
NSI       , VINYLINDIA.NS.csv,   1.780,  0.01,  0.04,   0.002,  0.54,   0.250,  260
BER       ,      SD1.BE.csv,   1.779,  0.01,  0.06,   0.003,  0.42,   0.312,  260
01"       ,      UTH.MU.csv,   1.778,  0.01,  0.02,   0.002,  0.49,   0.446,  260
01"       ,      W2L.MU.csv,   1.776,  0.01,  0.02,   0.002,  0.47,   0.388,  260
BER       ,      PV6.BE.csv,   1.775,  0.05,  0.41,   0.009,  0.39,   0.196,  260
STU       ,      2E4.SG.csv,   1.768,  0.01,  0.05,   0.002,  0.46,   0.215,  260
 Inc."    ,     2305.TW.csv,   1.766,  0.01,  0.05,   0.003,  0.52,   0.288,  260
NSI       , INDOSOLAR.NS.csv,   1.763,  0.00,  0.02,   0.002,  0.16,   0.708,  260
PNK       ,       MALRF.csv,   1.762,  0.00,  0.04,   0.003,  0.29,   0.600,  260
NSI       ,  VICEROY.NS.csv,   1.761,  0.01,  0.03,   0.002,  0.37,   0.435,  260
BSE       ,    COMCL.BO.csv,   1.760,  0.01,  0.05,   0.002,  0.53,   0.227,  260
BSE       ,  SURATEX.BO.csv,   1.758,  0.01,  0.03,   0.002,  0.63,   0.215,  260
BER       ,      WC2.BE.csv,   1.753,  0.01,  0.04,   0.002,  0.53,   0.319,  260
 S.A.B. de C.V.",       VITOF.csv,   1.748,  0.19,  3.05,   0.180,  0.02,   0.935,  260
MUN       ,      9GR.MU.csv,   1.747,  0.01,  0.03,   0.002,  0.49,   0.335,  260
IST       ,    TKFEN.IS.csv,   1.742,  0.01,  0.03,   0.002,  0.55,   0.300,  260
SES       ,      S56.SI.csv,   1.740,  0.01,  0.04,   0.002,  0.49,   0.288,  260
TAI       ,     2364.TW.csv,   1.739,  0.01,  0.06,   0.003,  0.47,   0.304,  260
NSI       ,    TANLA.NS.csv,   1.736,  0.01,  0.03,   0.002,  0.54,   0.208,  260
SHH       ,   600078.SS.csv,   1.734,  0.01,  0.04,   0.002,  0.56,   0.300,  260
HAN       ,      RHM.HA.csv,   1.733,  0.01,  0.05,   0.002,  0.53,   0.285,  260
HEL       ,    AFAGR.HE.csv,   1.732,  0.01,  0.09,   0.003,  0.43,   0.208,  260
 Inc."    ,       TROLB.csv,   1.730,  0.00,  0.03,   0.003,  0.04,   0.908,  260
PNK       ,       PKKFF.csv,   1.728,  0.02,  0.08,   0.003,  0.49,   0.173,  260
BSE       , MERCATOR.BO.csv,   1.727,  0.01,  0.03,   0.002,  0.57,   0.285,  260
 Ltd."    ,    4304.TWO.csv,   1.725,  0.01,  0.04,   0.002,  0.43,   0.362,  260
01"       ,      UR3.MU.csv,   1.723,  0.01,  0.02,   0.002,  0.54,   0.415,  260
NSI       ,   TIMKEN.NS.csv,   1.715,  0.01,  0.03,   0.002,  0.56,   0.246,  260
01"       ,      RLG.MU.csv,   1.707,  0.00,  0.02,   0.002,  0.34,   0.596,  260
BSE       , INTELSOFT.BO.csv,   1.706,  0.01,  0.04,   0.002,  0.49,   0.212,  260
MUN       ,     4CIA.MU.csv,   1.704,  0.00,  0.03,   0.002,  0.21,   0.623,  260
TAI       ,     1605.TW.csv,   1.704,  0.01,  0.03,   0.002,  0.56,   0.246,  260
BSE       ,   VERTEX.BO.csv,   1.703,  0.01,  0.04,   0.002,  0.47,   0.342,  260
PNK       ,       FGOVF.csv,   1.700,  0.01,  0.06,   0.002,  0.47,   0.181,  260
SHH       ,   601579.SS.csv,   1.698,  0.01,  0.04,   0.002,  0.51,   0.265,  260
PNK       ,        SMID.csv,   1.698,  0.01,  0.05,   0.002,  0.60,   0.277,  260
01"       ,      SL1.MU.csv,   1.694,  0.00,  0.02,   0.002,  0.20,   0.804,  260
FRA       ,       S9K.F.csv,   1.694,  0.01,  0.09,   0.003,  0.40,   0.327,  260
SET       ,  TNITY-R.BK.csv,   1.691,  0.01,  0.05,   0.002,  0.40,   0.319,  260
SHH       ,   600192.SS.csv,   1.688,  0.01,  0.05,   0.002,  0.50,   0.231,  260
BSE       , SUNSHIEL.BO.csv,   1.685,  0.01,  0.04,   0.002,  0.55,   0.223,  260
NSI       , JETAIRWAYS.NS.csv,   1.682,  0.01,  0.03,   0.002,  0.54,   0.177,  260
NSI       , PRECWIRE.NS.csv,   1.682,  0.01,  0.05,   0.002,  0.59,   0.235,  260
BSE       ,   PALRED.BO.csv,   1.680,  0.01,  0.04,   0.002,  0.54,   0.227,  260
FRA       ,       BBY.F.csv,   1.679,  0.02,  0.12,   0.003,  0.44,   0.192,  260
NSI       , RELINFRA.NS.csv,   1.678,  0.01,  0.05,   0.002,  0.54,   0.215,  260
DUS       ,      S92.DU.csv,   1.676,  0.01,  0.04,   0.002,  0.60,   0.300,  260
SHH       ,   603885.SS.csv,   1.673,  0.01,  0.03,   0.002,  0.61,   0.277,  260
 Inc."    ,        AEYE.csv,   1.672,  0.01,  0.07,   0.002,  0.46,   0.208,  260
NSI       , SUMEETINDS.NS.csv,   1.672,  0.01,  0.05,   0.002,  0.47,   0.227,  260
NSI       , PANACEABIO.NS.csv,   1.669,  0.01,  0.04,   0.002,  0.51,   0.212,  260
01"       ,      DQ6.BE.csv,   1.665,  0.02,  0.13,   0.003,  0.44,   0.192,  260
STU       ,      TIS.SG.csv,   1.662,  0.00,  0.05,   0.003,  0.28,   0.692,  260
PNK       ,        TOOD.csv,   1.662,  0.00,  0.02,   0.002,  0.02,   0.942,  260
TAI       ,     3535.TW.csv,   1.659,  0.01,  0.04,   0.002,  0.57,   0.319,  260
MUN       ,      2TR.MU.csv,   1.654,  0.01,  0.08,   0.005,  0.03,   0.892,  260
NSI       , TATAINVEST.NS.csv,   1.651,  0.01,  0.03,   0.002,  0.50,   0.269,  260
001"      ,      TT1.MU.csv,   1.650,  0.00,  0.02,   0.002,  0.27,   0.715,  260
BSE       ,    SRIND.BO.csv,   1.646,  0.01,  0.04,   0.002,  0.46,   0.342,  260
FRA       ,       WC2.F.csv,   1.636,  0.01,  0.04,   0.002,  0.59,   0.346,  260
VAN       ,       EMO.V.csv,   1.631,  0.01,  0.07,   0.002,  0.51,   0.165,  260
SHH       ,   601886.SS.csv,   1.630,  0.01,  0.04,   0.002,  0.49,   0.204,  260
BER       ,     SOMB.BE.csv,   1.625,  0.01,  0.03,   0.002,  0.52,   0.250,  260
01"       ,      RSO.DU.csv,   1.621,  0.01,  0.02,   0.002,  0.60,   0.238,  260
PAR       ,    ALVER.PA.csv,   1.619,  0.03,  0.23,   0.006,  0.44,   0.158,  260
 Ltd."    ,   600599.SS.csv,   1.619,  0.01,  0.03,   0.002,  0.56,   0.308,  260
 Ltd."    ,     1539.TW.csv,   1.618,  0.01,  0.04,   0.002,  0.47,   0.238,  260
 Ltd."    ,     3432.TW.csv,   1.612,  0.01,  0.03,   0.002,  0.49,   0.227,  260
TAI       ,     1475.TW.csv,   1.602,  0.01,  0.03,   0.002,  0.52,   0.312,  260
SET       ,      SMK.BK.csv,   1.600,  0.01,  0.10,   0.003,  0.43,   0.215,  260
STU       ,      GRR.SG.csv,   1.599,  0.01,  0.05,   0.002,  0.42,   0.273,  260
75"       ,      CHV.MU.csv,   1.597,  0.00,  0.02,   0.002,  0.58,   0.419,  260
NSI       , SHREYANIND.NS.csv,   1.595,  0.01,  0.04,   0.002,  0.55,   0.285,  260
BSE       ,     SAPL.BO.csv,   1.590,  0.00,  0.02,   0.002,  0.15,   0.804,  260
JKT       ,     INDX.JK.csv,   1.588,  0.01,  0.09,   0.002,  0.33,   0.162,  260
LSE       ,       TRT.L.csv,   1.584,  0.00,  0.04,   0.002,  0.26,   0.458,  260
NSI       , ROSSELLIND.NS.csv,   1.583,  0.01,  0.06,   0.002,  0.45,   0.204,  260
 Inc."    ,       69C.F.csv,   1.575,  0.01,  0.03,   0.002,  0.47,   0.231,  260
TWO       ,    2719.TWO.csv,   1.574,  0.00,  0.04,   0.002,  0.33,   0.485,  260
TAI       ,     3443.TW.csv,   1.567,  0.01,  0.04,   0.002,  0.49,   0.250,  260
IST       ,    BRKSN.IS.csv,   1.566,  0.01,  0.03,   0.002,  0.44,   0.254,  260
 Ltd."    ,    8279.TWO.csv,   1.565,  0.00,  0.02,   0.002,  0.49,   0.377,  260
SET       ,  PRINC-R.BK.csv,   1.563,  0.01,  0.04,   0.002,  0.38,   0.373,  260
TAI       ,     1810.TW.csv,   1.561,  0.01,  0.04,   0.002,  0.45,   0.300,  260
NSI       , SIMBHALS.NS.csv,   1.560,  0.01,  0.04,   0.002,  0.49,   0.235,  260
02"       ,     41G1.MU.csv,   1.559,  0.00,  0.01,   0.002,  0.23,   0.665,  260
SHH       ,   600266.SS.csv,   1.555,  0.01,  0.03,   0.002,  0.43,   0.250,  260
BSE       ,    SHARP.BO.csv,   1.553,  0.01,  0.05,   0.002,  0.50,   0.223,  260
FRA       ,       S8N.F.csv,   1.552,  0.01,  0.08,   0.003,  0.48,   0.385,  260
 Inc."    ,        VAPR.csv,   1.547,  0.03,  0.34,   0.009,  0.35,   0.262,  260
NSI       ,  AUTOIND.NS.csv,   1.546,  0.01,  0.05,   0.002,  0.52,   0.215,  260
NSI       ,   RENUKA.NS.csv,   1.545,  0.01,  0.05,   0.002,  0.50,   0.254,  260
FRA       ,       SD4.F.csv,   1.541,  0.01,  0.07,   0.002,  0.43,   0.242,  260
NSI       ,  SOMATEX.NS.csv,   1.541,  0.01,  0.04,   0.002,  0.44,   0.281,  260
PNK       ,       SUMXF.csv,   1.538,  0.00,  0.04,   0.002,  0.16,   0.646,  260
FRA       ,       A7A.F.csv,   1.534,  0.01,  0.03,   0.002,  0.44,   0.273,  260
SET       ,     TEAM.BK.csv,   1.533,  0.01,  0.05,   0.002,  0.46,   0.219,  260
PNK       ,       GRRLF.csv,   1.529,  0.00,  0.09,   0.004,  0.02,   0.904,  260
